"","Year","Country","Topic","sum_per_topic","Loan_prop"
"423",1995,"China","Urban Development",1.25e+08,0.00456891222051796
"424",1995,"Colombia","Agriculture",5.1e+07,0.00186411618597133
"425",1995,"Colombia","Energy and Grid",249300000,0.00911223853260103
"426",1995,"Colombia","Water Works",2.03e+08,0.00741991344612117
"427",1995,"Croatia","Health care",8e+07,0.0029241038211315
"428",1995,"Croatia","Road Infrastructure",1.6e+08,0.00584820764226299
"429",1995,"Dominica","Education",43140000,0.00157682298554516
"430",1995,"Dominica","Other",28600000,0.00104536711605451
"431",1995,"Egypt, Arab Rep.","Other",26700000,0.000975919650302637
"432",1995,"El Salvador","Education",3.4e+07,0.00124274412398089
"433",1995,"El Salvador","Energy and Grid",6.5e+07,0.00237583435466934
"434",1995,"El Salvador","Private Sector Development",1.6e+07,0.0005848207642263
"435",1995,"Estonia","Health care",3.6e+07,0.00131584671950917
"436",1995,"Estonia","Other",2e+06,7.31025955282874e-05
"437",1995,"Eswatini","Urban Development",2.9e+07,0.00105998763516017
"438",1995,"Grenada","Education",7652000,0.000279690530491228
"439",1995,"Guatemala","Private Sector Development",9400000,0.000343582198982951
"440",1995,"Hungary","Urban Development",7.6e+07,0.00277789863007492
"441",1995,"India","Other",3.34e+08,0.012208133453224
"442",1995,"India","Private Sector Development",1.75e+09,0.0639647710872515
"443",1995,"India","Water Works",643600000,0.0235244152410029
"444",1995,"Indonesia","Agriculture",1.26e+08,0.00460546351828211
"445",1995,"Indonesia","Education",132500000,0.00484304695374904
"446",1995,"Indonesia","Health care",1.76e+08,0.00643302840648929
"447",1995,"Indonesia","Other",6.42e+08,0.0234659331645803
"448",1995,"Indonesia","Rural Development",7.96e+08,0.0290948330202584
"449",1995,"Indonesia","Urban Development",2.72e+08,0.00994195299184709
"450",1995,"Jamaica","Energy and Grid",2.1e+07,0.000767577253047018
"451",1995,"Jordan","Education",1.2e+08,0.00438615573169725
"452",1995,"Jordan","Financial Sector",1.6e+08,0.00584820764226299
"453",1995,"Kazakhstan","Financial Sector",1.8e+08,0.00657923359754587
"454",1995,"Kazakhstan","Other",162200000,0.00592862049734411
"455",1995,"Kazakhstan","Private Sector Development",1.24e+08,0.00453236092275382
"456",1995,"Korea, Rep.","Other",7.5e+07,0.00274134733231078
"457",1995,"Korea, Rep.","Urban Development",1e+08,0.00365512977641437
"458",1995,"Latvia","Other",1.4e+07,0.000511718168698012
"459",1995,"Latvia","Road Infrastructure",1.4e+07,0.000511718168698012
"460",1995,"Latvia","Rural Development",27300000,0.000997850428961124
"461",1995,"Latvia","Water Works",4e+06,0.000146205191056575
"462",1995,"Lebanon","Health care",35700000,0.00130488133017993
"463",1995,"Lebanon","Other",95600000,0.00349430406625214
"464",1995,"Lithuania","Energy and Grid",26400000,0.000964954260973394
"465",1995,"Lithuania","Other",6200000,0.000226618046137691
"466",1995,"Lithuania","Private Sector Development",2.2e+07,0.000804128550811162
"467",1995,"Lithuania","Water Works",7e+06,0.000255859084349006
"468",1995,"Mauritius","Education",3.2e+07,0.0011696415284526
"469",1995,"Mauritius","Other",14200000,0.000519028428250841
"470",1995,"Mexico","Financial Sector",1e+09,0.0365512977641437
"471",1995,"Mexico","Health care",3.1e+08,0.0113309023068846
"472",1995,"Mexico","Other",500900000,0.0183085450500596
"473",1995,"Mexico","Private Sector Development",83600000,0.00305568849308242
"474",1995,"Moldova","Private Sector Development",6e+07,0.00219307786584862
"475",1995,"Morocco","Agriculture",2.5e+07,0.000913782444103593
"476",1995,"Morocco","Financial Sector",2.5e+08,0.00913782444103593
"477",1995,"Morocco","Other",1e+08,0.00365512977641437
"478",1995,"Morocco","Road Infrastructure",634160000,0.0231793709901094
"479",1995,"North Macedonia","Urban Development",2.4e+07,0.000877231146339449
"480",1995,"Pakistan","Energy and Grid",3.5e+08,0.0127929542174503
"481",1995,"Pakistan","Private Sector Development",2.86e+08,0.0104536711605451
"482",1995,"Panama","Other",2.5e+07,0.000913782444103593
"483",1995,"Panama","Road Infrastructure",6e+07,0.00219307786584862
"484",1995,"Papua New Guinea","Financial Sector",5e+07,0.00182756488820719
"485",1995,"Papua New Guinea","Other",5e+07,0.00182756488820719
"486",1995,"Paraguay","Education",24500000,0.000895506795221521
"487",1995,"Paraguay","Energy and Grid",1.25e+08,0.00456891222051796
"488",1995,"Paraguay","Water Works",46500000,0.00169963534603268
"489",1995,"Peru","Other",9e+07,0.00328961679877293
"490",1995,"Peru","Water Works",1.5e+08,0.00548269466462156
"491",1995,"Philippines","Health care",1.8e+07,0.000657923359754587
"492",1995,"Philippines","Other",1.5e+08,0.00548269466462156
"493",1995,"Philippines","Private Sector Development",1e+08,0.00365512977641437
"494",1995,"Poland","Energy and Grid",1.6e+08,0.00584820764226299
"495",1995,"Romania","Energy and Grid",289908805,0.0105965430560021
"496",1995,"Romania","Other",55400000,0.00202494189613356
"497",1995,"Romania","Private Sector Development",1.75e+08,0.00639647710872515
"498",1995,"Russian Federation","Agriculture",2.4e+07,0.000877231146339449
"499",1995,"Russian Federation","Financial Sector",1.27e+09,0.0464201481604625
"500",1995,"Russian Federation","Other",381600000,0.0139479752267972
"501",1995,"Russian Federation","Private Sector Development",8.8e+08,0.0321651420324465
"502",1995,"Russian Federation","Urban Development",6.58e+08,0.0240507539288066
"503",1995,"St. Lucia","Education",6728000,0.000245917131357159
"504",1995,"St. Lucia","Other",9860000,0.000360395795954457
"505",1995,"St. Vincent and the Grenadines","Other",1810000,6.61578489531001e-05
"506",1995,"Thailand","Energy and Grid",1e+08,0.00365512977641437
"507",1995,"Thailand","Road Infrastructure",1.5e+08,0.00548269466462156
"508",1995,"Trinidad and Tobago","Education",5.1e+07,0.00186411618597133
"509",1995,"Trinidad and Tobago","Other",6250000,0.000228445611025898
"510",1995,"Tunisia","Road Infrastructure",1.03e+08,0.0037647836697068
"511",1995,"Tunisia","Rural Development",1.3e+08,0.00475166870933868
"512",1995,"Turkey","Other",1.86e+08,0.00679854138413073
"513",1995,"Turkey","Water Works",2e+08,0.00731025955282874
"514",1995,"Ukraine","Agriculture",6.4e+07,0.0023392830569052
"515",1995,"Ukraine","Energy and Grid",2.28e+08,0.00833369589022477
"516",1995,"Uruguay","Health care",15600900,0.00057023314128863
"517",1995,"Uzbekistan","Agriculture",1.32e+08,0.00482477130486697
"518",1995,"Uzbekistan","Financial Sector",3.2e+08,0.011696415284526
"519",1995,"Venezuela, RB","Agriculture",8.39e+08,0.0306665388241166
"520",1995,"Venezuela, RB","Other",5.5e+07,0.0020103213770279
"521",1996,"Algeria","Financial Sector",3e+08,0.0259207820509153
"522",1996,"Algeria","Other",7.8e+07,0.00673940333323798
"523",1996,"Algeria","Rural Development",5e+07,0.00432013034181921
"524",1996,"Brazil","Health care",3e+08,0.0259207820509153
"525",1996,"Chile","Agriculture",1.5e+07,0.00129603910254576
"526",1996,"China","Education",1e+07,0.000864026068363843
"527",1996,"China","Other",1.085e+09,0.093746828417477
"528",1996,"China","Road Infrastructure",4.2e+08,0.0362890948712814
"529",1996,"China","Urban Development",1.85e+08,0.0159844822647311
"530",1996,"Colombia","Energy and Grid",249300000,0.0215401698843106
"531",1996,"Colombia","Other",2e+07,0.00172805213672769
"532",1996,"Croatia","Agriculture",1.7e+07,0.00146884431621853
"533",1996,"Croatia","Other",23456443.4433485,0.00202669786061552
"534",1996,"Croatia","Urban Development",196132205.324034,0.0169463338245655
"535",1996,"Estonia","Rural Development",28594489.8418075,0.00247063846348868
"536",1996,"Hungary","Private Sector Development",7750000,0.000669620202981978
"537",1996,"India","Energy and Grid",3.5e+08,0.0302409123927345
"538",1996,"India","Private Sector Development",2e+08,0.0172805213672769
"539",1996,"Indonesia","Agriculture",2.7e+07,0.00233287038458238
"540",1996,"Indonesia","Education",486800000,0.0420607890079519
"541",1996,"Indonesia","Energy and Grid",770800000,0.066599129349485
"542",1996,"Indonesia","Other",112900000,0.00975485431182779
"543",1996,"Indonesia","Urban Development",229600000,0.0198380385296338
"544",1996,"Jordan","Financial Sector",1.2e+08,0.0103683128203661
"545",1996,"Jordan","Private Sector Development",6e+07,0.00518415641018306
"546",1996,"Kazakhstan","Agriculture",1.89e+08,0.0163300926920766
"547",1996,"Kazakhstan","Financial Sector",1.8e+08,0.0155524692305492
"548",1996,"Kazakhstan","Private Sector Development",15800000,0.00136516118801487
"549",1996,"Kazakhstan","Road Infrastructure",2.18e+08,0.0188357682903318
"550",1996,"Latvia","Financial Sector",117757308.166716,0.0101745383996397
"551",1996,"Latvia","Rural Development",27300000,0.00235879116663329
"552",1996,"Lebanon","Agriculture",3.1e+07,0.00267848081192791
"553",1996,"Lebanon","Energy and Grid",1.3e+08,0.01123233888873
"554",1996,"Lebanon","Road Infrastructure",4.2e+07,0.00362890948712814
"555",1996,"Lithuania","Agriculture",3e+07,0.00259207820509153
"556",1996,"Lithuania","Financial Sector",8e+07,0.00691220854691074
"557",1996,"Lithuania","Other",12100000,0.00104547154272025
"558",1996,"Lithuania","Road Infrastructure",1.9e+07,0.0016416495298913
"559",1996,"Moldova","Agriculture",1e+07,0.000864026068363843
"560",1996,"Moldova","Private Sector Development",3.5e+07,0.00302409123927345
"561",1996,"Morocco","Education",5.4e+07,0.00466574076916475
"562",1996,"Morocco","Rural Development",2.8e+07,0.00241927299141876
"563",1996,"Morocco","Water Works",4e+07,0.00345610427345537
"564",1996,"North Macedonia","Private Sector Development",23395491.6887516,0.0020214314701271
"565",1996,"Pakistan","Energy and Grid",3.5e+08,0.0302409123927345
"566",1996,"Peru","Energy and Grid",1e+08,0.00864026068363843
"567",1996,"Peru","Financial Sector",1.5e+08,0.0129603910254576
"568",1996,"Peru","Other",8.5e+07,0.00734422158109267
"569",1996,"Philippines","Education",113400000,0.00979805561524598
"570",1996,"Philippines","Health care",1.05e+08,0.00907227371782035
"571",1996,"Philippines","Rural Development",1e+08,0.00864026068363843
"572",1996,"Philippines","Water Works",5.8e+07,0.00501135119651029
"573",1996,"Poland","Energy and Grid",1.6e+08,0.0138244170938215
"574",1996,"Poland","Other",33500000,0.00289448732901887
"575",1996,"Poland","Water Works",1.2e+07,0.00103683128203661
"576",1996,"Romania","Education",5e+07,0.00432013034181921
"577",1996,"Romania","Financial Sector",3.4e+08,0.0293768863243707
"578",1996,"Romania","Other",1.2e+08,0.0103683128203661
"579",1996,"Romania","Road Infrastructure",1.2e+08,0.0103683128203661
"580",1996,"Romania","Water Works",2.5e+07,0.00216006517090961
"581",1996,"Russian Federation","Agriculture",2.4e+07,0.00207366256407322
"582",1996,"Russian Federation","Education",5.8e+07,0.00501135119651029
"583",1996,"Russian Federation","Financial Sector",7e+07,0.0060481824785469
"584",1996,"Russian Federation","Health care",2.7e+08,0.0233287038458238
"585",1996,"Russian Federation","Other",2.25e+08,0.0194405865381865
"586",1996,"Russian Federation","Private Sector Development",3e+08,0.0259207820509153
"587",1996,"Russian Federation","Road Infrastructure",3.5e+08,0.0302409123927345
"588",1996,"Slovenia","Other",44971334.0239336,0.00388564049257765
"589",1996,"Tunisia","Financial Sector",37500000,0.00324009775636441
"590",1996,"Tunisia","Other",316457602.429166,0.0273427618030721
"591",1996,"Turkey","Other",5e+06,0.000432013034181921
"592",1996,"Turkey","Road Infrastructure",1.5e+08,0.0129603910254576
"593",1996,"Ukraine","Agriculture",3e+08,0.0259207820509153
"594",1996,"Ukraine","Energy and Grid",245400000,0.0212031997176487
"595",1996,"Ukraine","Financial Sector",6.1e+08,0.0527055901701944
"596",1996,"Ukraine","Other",15810000,0.00136602521408324
"597",1996,"Uzbekistan","Water Works",5e+06,0.000432013034181921
"598",1997,"Algeria","Rural Development",8.9e+07,0.00625920037803676
"599",1997,"Argentina","Rural Development",2e+08,0.0140656188270489
"600",1997,"Argentina","Urban Development",2e+08,0.0140656188270489
"601",1997,"Brazil","Rural Development",9e+07,0.006329528472172
"602",1997,"China","Energy and Grid",4.4e+08,0.0309443614195076
"603",1997,"China","Road Infrastructure",7e+08,0.0492296658946711
"604",1997,"China","Rural Development",1.5e+08,0.0105492141202867
"605",1997,"China","Water Works",6.3e+08,0.044306699305204
"606",1997,"Croatia","Financial Sector",180462864.690072,0.0126916093358393
"607",1997,"Croatia","Other",4.2e+07,0.00295377995368027
"608",1997,"Croatia","Private Sector Development",41055301.7169914,0.00288734112390343
"609",1997,"Gabon","Private Sector Development",63722327.9890492,0.00448146988133077
"610",1997,"Hungary","Education",70944463.6812845,0.00498938892015181
"611",1997,"Hungary","Energy and Grid",6e+07,0.00421968564811467
"612",1997,"Hungary","Financial Sector",2.25e+08,0.01582382118043
"613",1997,"India","Financial Sector",1.75e+08,0.0123074164736678
"614",1997,"India","Other",4e+08,0.0281312376540978
"615",1997,"India","Road Infrastructure",51500000,0.00362189684796509
"616",1997,"Indonesia","Health care",42500000,0.00298894400074789
"617",1997,"Indonesia","Other",326200000,0.0229410243069167
"618",1997,"Indonesia","Private Sector Development",50900000,0.00357969999148394
"619",1997,"Indonesia","Rural Development",2e+07,0.00140656188270489
"620",1997,"Indonesia","Urban Development",4.2e+08,0.0295377995368027
"621",1997,"Jordan","Other",3.2e+07,0.00225049901232782
"622",1997,"Jordan","Rural Development",3e+07,0.00210984282405733
"623",1997,"Kazakhstan","Other",1e+07,0.000703280941352444
"624",1997,"Kazakhstan","Water Works",7e+06,0.000492296658946711
"625",1997,"Korea, Rep.","Financial Sector",3e+09,0.210984282405733
"626",1997,"Latvia","Other",34287944.2911137,0.00241140577380946
"627",1997,"Latvia","Road Infrastructure",2e+07,0.00140656188270489
"628",1997,"Lebanon","Water Works",49590521.5586403,0.00348760686839193
"629",1997,"Lithuania","Rural Development",3700000,0.000260213948300404
"630",1997,"Mexico","Other",1.5e+07,0.00105492141202867
"631",1997,"Moldova","Financial Sector",5.5e+07,0.00386804517743844
"632",1997,"Morocco","Other",460778738.545153,0.0324056904999227
"633",1997,"North Macedonia","Financial Sector",50078444.951495,0.0035219215906954
"634",1997,"North Macedonia","Private Sector Development",50755180.6940827,0.00356951512570479
"635",1997,"North Macedonia","Road Infrastructure",15226554.2082248,0.00107085453771144
"636",1997,"Pakistan","Financial Sector",2.5e+08,0.0175820235338111
"637",1997,"Philippines","Other",6e+07,0.00421968564811467
"638",1997,"Poland","Other",2e+08,0.0140656188270489
"639",1997,"Poland","Private Sector Development",1.2e+07,0.000843937129622933
"640",1997,"Poland","Road Infrastructure",1.5e+08,0.0105492141202867
"641",1997,"Romania","Agriculture",2.8e+08,0.0196918663578684
"642",1997,"Romania","Education",7e+07,0.00492296658946711
"643",1997,"Romania","Financial Sector",5e+07,0.00351640470676222
"644",1997,"Romania","Road Infrastructure",1.5e+08,0.0105492141202867
"645",1997,"Russian Federation","Education",7.1e+07,0.00499329468360236
"646",1997,"Russian Federation","Financial Sector",3e+09,0.210984282405733
"647",1997,"Russian Federation","Health care",6.6e+07,0.00464165421292613
"648",1997,"Russian Federation","Other",122200000,0.00859409310332687
"649",1997,"Tunisia","Agriculture",168577587.272617,0.011855740426801
"650",1997,"Tunisia","Other",890988741.264871,0.0626615400691188
"651",1997,"Turkey","Health care",14500000,0.00101975736496104
"652",1997,"Turkey","Other",2e+07,0.00140656188270489
"653",1997,"Turkmenistan","Urban Development",34200000,0.00240522081942536
"654",1997,"Turkmenistan","Water Works",30300000,0.00213094125229791
"655",1997,"Ukraine","Rural Development",2600000,0.000182853044751636
"656",1997,"Uzbekistan","Water Works",7.5e+07,0.00527460706014333
"657",1998,"Algeria","Urban Development",1.5e+08,0.0101567033518315
"658",1998,"Argentina","Agriculture",1.25e+08,0.00846391945985961
"659",1998,"Argentina","Education",1.19e+08,0.00805765132578635
"660",1998,"Argentina","Rural Development",7.5e+07,0.00507835167591577
"661",1998,"Brazil","Rural Development",6e+07,0.00406268134073261
"662",1998,"Brazil","Water Works",1.98e+08,0.0134068484244176
"663",1998,"China","Agriculture",3e+08,0.0203134067036631
"664",1998,"China","Energy and Grid",1.15e+09,0.0778680590307084
"665",1998,"China","Other",5.63e+08,0.0381214932472077
"666",1998,"China","Road Infrastructure",4.8e+08,0.0325014507258609
"667",1998,"China","Urban Development",2.72e+08,0.0184174887446545
"668",1998,"China","Water Works",9.5e+07,0.00643257878949331
"669",1998,"Croatia","Other",154495256.2176,0.0104610832444492
"670",1998,"Ecuador","Urban Development",2.1e+07,0.00142193846925642
"671",1998,"Egypt, Arab Rep.","Other",1.2e+08,0.00812536268146523
"672",1998,"Gabon","Urban Development",33801250.8686588,0.0022887285199587
"673",1998,"Guatemala","Financial Sector",28200000,0.00190946023014433
"674",1998,"Hungary","Education",292985248.481723,0.0198384283686101
"675",1998,"Hungary","Financial Sector",1.5e+08,0.0101567033518315
"676",1998,"India","Agriculture",176700000,0.0119645965484575
"677",1998,"India","Energy and Grid",6e+07,0.00406268134073261
"678",1998,"India","Private Sector Development",5.3e+08,0.0358870185098048
"679",1998,"Indonesia","Education",103500000,0.00700812531276376
"680",1998,"Indonesia","Financial Sector",1e+09,0.0677113556788769
"681",1998,"Indonesia","Health care",44700000,0.0030266975988458
"682",1998,"Indonesia","Other",28400000,0.0019230025012801
"683",1998,"Indonesia","Road Infrastructure",2.34e+08,0.0158444572288572
"684",1998,"Indonesia","Rural Development",261800000,0.01772683291673
"685",1998,"Jordan","Other",5e+06,0.000338556778394385
"686",1998,"Kazakhstan","Financial Sector",3e+08,0.0203134067036631
"687",1998,"Kazakhstan","Rural Development",1.5e+07,0.00101567033518315
"688",1998,"Korea, Rep.","Financial Sector",2e+09,0.135422711357754
"689",1998,"Korea, Rep.","Private Sector Development",4.8e+07,0.00325014507258609
"690",1998,"Latvia","Health care",48271431.4930244,0.00326852406695271
"691",1998,"Latvia","Other",7950000,0.000538305277647071
"692",1998,"Latvia","Rural Development",20673465.9399091,0.00139982840537233
"693",1998,"Lebanon","Education",6.3e+07,0.00426581540776925
"694",1998,"Lesotho","Water Works",4.5e+07,0.00304701100554946
"695",1998,"Malaysia","Financial Sector",3e+08,0.0203134067036631
"696",1998,"Mauritius","Other",12400000,0.000839620810418074
"697",1998,"Mexico","Health care",2.5e+07,0.00169278389197192
"698",1998,"Morocco","Financial Sector",5e+07,0.00338556778394385
"699",1998,"Morocco","Other",90952050.0347463,0.00615848660962572
"700",1998,"North Macedonia","Energy and Grid",68355814.8013124,0.0046284648887311
"701",1998,"Papua New Guinea","Other",1e+07,0.000677113556788769
"702",1998,"Peru","Urban Development",3.8e+07,0.00257303151579732
"703",1998,"Philippines","Financial Sector",3e+08,0.0203134067036631
"704",1998,"Philippines","Other",2.19e+08,0.014828786893674
"705",1998,"Philippines","Private Sector Development",1.5e+08,0.0101567033518315
"706",1998,"Philippines","Rural Development",1e+07,0.000677113556788769
"707",1998,"Poland","Other",53350879.8449268,0.00361246040096086
"708",1998,"Romania","Other",35500000,0.00240375312660013
"709",1998,"Romania","Private Sector Development",3e+07,0.00203134067036631
"710",1998,"Russian Federation","Financial Sector",1.5e+09,0.101567033518315
"711",1998,"Tunisia","Other",605086865.879083,0.0409712519921555
"712",1998,"Tunisia","Urban Development",86949270.3266157,0.00588745296910429
"713",1998,"Turkey","Energy and Grid",5.2e+08,0.035209904953016
"714",1998,"Turkey","Private Sector Development",4e+06,0.000270845422715508
"715",1998,"Turkey","Rural Development",3.69e+08,0.0249854902455056
"716",1998,"Turkey","Water Works",13100000,0.000887018759393287
"717",1998,"Ukraine","Financial Sector",6e+08,0.0406268134073261
"718",1998,"Ukraine","Other",216400000,0.014652737368909
"719",1998,"Uzbekistan","Health care",3e+07,0.00203134067036631
"720",1998,"Uzbekistan","Private Sector Development",5.2e+07,0.0035209904953016
"721",1999,"Brazil","Agriculture",5.5e+07,0.0066011612070786
"722",1999,"Brazil","Urban Development",1.86e+08,0.0223239269912113
"723",1999,"China","Agriculture",9e+07,0.0108019001570377
"724",1999,"China","Education",2e+07,0.00240042225711949
"725",1999,"China","Energy and Grid",5.5e+08,0.066011612070786
"726",1999,"China","Health care",2e+07,0.00240042225711949
"727",1999,"China","Other",1.1e+08,0.0132023224141572
"728",1999,"China","Road Infrastructure",7.9e+08,0.0948166791562198
"729",1999,"China","Rural Development",6e+07,0.00720126677135847
"730",1999,"China","Urban Development",7.1e+07,0.00852149901277419
"731",1999,"China","Water Works",1.6e+07,0.00192033780569559
"732",1999,"Colombia","Water Works",8.5e+07,0.0102017945927578
"733",1999,"Congo, Rep.","Agriculture",15800000,0.0018963335831244
"734",1999,"Croatia","Health care",2.9e+07,0.00348061227282326
"735",1999,"Croatia","Other",91017315.6712847,0.0109239995160311
"736",1999,"Croatia","Private Sector Development",29200000,0.00350461649539445
"737",1999,"El Salvador","Education",8.8e+07,0.0105618579313258
"738",1999,"Hungary","Water Works",29415432.2310007,0.0035304729115042
"739",1999,"India","Energy and Grid",2.1e+08,0.0252044336997546
"740",1999,"India","Rural Development",602600000,0.0723247226070102
"741",1999,"India","Urban Development",1.9e+08,0.0228040114426352
"742",1999,"Indonesia","Education",54500000,0.00654115065065061
"743",1999,"Indonesia","Financial Sector",1.1e+09,0.132023224141572
"744",1999,"Indonesia","Rural Development",5e+06,0.000600105564279872
"745",1999,"Indonesia","Water Works",3e+08,0.0360063338567923
"746",1999,"Jordan","Financial Sector",1.2e+08,0.0144025335427169
"747",1999,"Jordan","Health care",3.5e+07,0.00420073894995911
"748",1999,"Jordan","Water Works",5.5e+07,0.0066011612070786
"749",1999,"Kazakhstan","Energy and Grid",1.4e+08,0.0168029557998364
"750",1999,"Kazakhstan","Health care",42500000,0.00510089729637892
"751",1999,"Kazakhstan","Road Infrastructure",1e+08,0.0120021112855974
"752",1999,"Kazakhstan","Water Works",16500000,0.00198034836212358
"753",1999,"Latvia","Education",30150818.0367757,0.00361873473429181
"754",1999,"Latvia","Other",9149691.51098336,0.00109815615743709
"755",1999,"Lithuania","Private Sector Development",20132518.6537537,0.00241632729341719
"756",1999,"Malaysia","Education",2.44e+08,0.0292851515368578
"757",1999,"Malaysia","Rural Development",1.6e+08,0.0192033780569559
"758",1999,"Morocco","Financial Sector",3.51e+08,0.042127410612447
"759",1999,"Morocco","Health care",65118945.9896428,0.00781564836568502
"760",1999,"Morocco","Other",4e+06,0.000480084451423898
"761",1999,"Morocco","Private Sector Development",4902572.03850011,0.000588412151917367
"762",1999,"North Macedonia","Urban Development",28775966.3129354,0.00345372350038454
"763",1999,"Pakistan","Financial Sector",3.5e+08,0.0420073894995911
"764",1999,"Philippines","Private Sector Development",1e+08,0.0120021112855974
"765",1999,"Philippines","Rural Development",27500000,0.0033005806035393
"766",1999,"Philippines","Water Works",38600000,0.00463281495624062
"767",1999,"Romania","Financial Sector",6e+08,0.0720126677135847
"768",1999,"Romania","Other",44500000,0.00534093952209086
"769",1999,"Romania","Private Sector Development",2.5e+07,0.00300052782139936
"770",1999,"Romania","Rural Development",1e+07,0.00120021112855974
"771",1999,"Russian Federation","Other",3e+07,0.00360063338567923
"772",1999,"Russian Federation","Road Infrastructure",4e+08,0.0480084451423898
"773",1999,"Slovenia","Other",14974160.2480275,0.00179721537705196
"774",1999,"Tunisia","Private Sector Development",3.5e+07,0.00420073894995911
"775",1999,"Turkey","Other",407530000,0.0489122041221953
"776",1999,"Uzbekistan","Private Sector Development",2.5e+07,0.00300052782139936
"777",2000,"Algeria","Private Sector Development",1.4e+07,0.00181696652291455
"778",2000,"Algeria","Rural Development",83460000,0.010831716143032
"779",2000,"Argentina","Water Works",3e+07,0.00389349969195975
"780",2000,"Brazil","Water Works",1.36e+08,0.0176505319368842
"781",2000,"China","Agriculture",93500000,0.0121347407066079
"782",2000,"China","Energy and Grid",3.2e+08,0.041530663380904
"783",2000,"China","Other",9.09e+08,0.11797304066638
"784",2000,"China","Water Works",2e+08,0.025956664613065
"785",2000,"Colombia","Agriculture",5e+06,0.000648916615326624
"786",2000,"Croatia","Urban Development",13669466.7522548,0.0017740688196386
"787",2000,"Egypt, Arab Rep.","Agriculture",5e+07,0.00648916615326624
"788",2000,"Estonia","Road Infrastructure",22905592.9362107,0.00297276396804306
"789",2000,"India","Energy and Grid",1.5e+08,0.0194674984597987
"790",2000,"India","Other",6.58e+08,0.0853974265769838
"791",2000,"India","Road Infrastructure",3.81e+08,0.0494474460878888
"792",2000,"India","Water Works",59600000,0.00773508605469336
"793",2000,"Iran, Islamic Rep.","Health care",8.7e+07,0.0112911491066833
"794",2000,"Iran, Islamic Rep.","Water Works",1.45e+08,0.0188185818444721
"795",2000,"Jordan","Education",34700000,0.00450348131036677
"796",2000,"Latvia","Financial Sector",40410000,0.00524454408506978
"797",2000,"Latvia","Urban Development",2220000,0.000288118977205021
"798",2000,"Lebanon","Education",56570000,0.00734184258580543
"799",2000,"Lebanon","Other",8e+07,0.010382665845226
"800",2000,"Lesotho","Water Works",1.1e+08,0.0142761655371857
"801",2000,"Lithuania","Financial Sector",100018010.446059,0.0129806697620719
"802",2000,"Lithuania","Health care",21240000,0.0027565977819075
"803",2000,"Lithuania","Other",35360000,0.00458913830358989
"804",2000,"Mauritius","Private Sector Development",4750000,0.000616470784560293
"805",2000,"Mexico","Other",404050000,0.0524389516845445
"806",2000,"Papua New Guinea","Financial Sector",9e+07,0.0116804990758792
"807",2000,"Papua New Guinea","Rural Development",25260000,0.00327832674063011
"808",2000,"Peru","Rural Development",5e+06,0.000648916615326624
"809",2000,"Philippines","Private Sector Development",1e+08,0.0129783323065325
"810",2000,"Philippines","Road Infrastructure",1.5e+08,0.0194674984597987
"811",2000,"Poland","Agriculture",1250000,0.000162229153831656
"812",2000,"Poland","Other",73242480.6387705,0.00950565252684735
"813",2000,"Poland","Rural Development",109725179.065396,0.014240498363045
"814",2000,"Romania","Agriculture",1.1e+07,0.00142761655371857
"815",2000,"Romania","Health care",4e+07,0.005191332922613
"816",2000,"Romania","Urban Development",17100000,0.00221929482441706
"817",2000,"Russian Federation","Other",3e+07,0.00389349969195975
"818",2000,"Slovenia","Health care",8312513.56556033,0.00107882563356401
"819",2000,"Tunisia","Education",9.9e+07,0.0128485489834672
"820",2000,"Tunisia","Water Works",103536974.522146,0.013437372613614
"821",2000,"Turkey","Financial Sector",2296980000,0.29810969741459
"822",2000,"Turkey","Other",2.5e+08,0.0324458307663312
"823",2000,"Ukraine","Other",18290000,0.00237373697886479
"824",2000,"Uzbekistan","Urban Development",2.9e+07,0.00376371636889442
"825",2001,"Algeria","Financial Sector",23700000,0.00313289330260024
"826",2001,"Algeria","Other",1.8e+07,0.00237941263488626
"827",2001,"Argentina","Education",56990000,0.00753348478123154
"828",2001,"Barbados","Other",15150000,0.00200267230102927
"829",2001,"Belarus","Other",22600000,0.00298748475269052
"830",2001,"Brazil","Financial Sector",757580000,0.100144190218729
"831",2001,"Brazil","Other",8880000,0.00117384356654389
"832",2001,"Brazil","Rural Development",195417421.60778,0.0258321490028026
"833",2001,"China","Other",2.13e+08,0.028156382846154
"834",2001,"China","Urban Development",3e+08,0.0396568772481043
"835",2001,"China","Water Works",179500000,0.0237280315534491
"836",2001,"Colombia","Financial Sector",4e+08,0.0528758363308057
"837",2001,"Colombia","Other",35470000,0.0046887647866342
"838",2001,"Colombia","Water Works",4e+07,0.00528758363308057
"839",2001,"Costa Rica","Health care",1.7e+07,0.00224722304405924
"840",2001,"Croatia","Financial Sector",2.02e+08,0.0267022973470569
"841",2001,"India","Energy and Grid",6.3e+08,0.083279442221019
"842",2001,"India","Other",7.5e+07,0.00991421931202607
"843",2001,"India","Road Infrastructure",1000500000,0.132255685622428
"844",2001,"Indonesia","Financial Sector",208900000,0.0276144055237633
"845",2001,"Indonesia","Health care",63200000,0.0083543821402673
"846",2001,"Indonesia","Other",11700000,0.00154661821267607
"847",2001,"Jamaica","Rural Development",4e+07,0.00528758363308057
"848",2001,"Jordan","Financial Sector",1.2e+08,0.0158627508992417
